C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C20;C21;C22;
0.62;-10.12;-11.07;0.79;-3.14;-14.5;-14.44;-26.15;-28.58;-29.44;-18.19;-11.2;-16.08;-26.09;-35.65;64.95;49.92;-18.62;-47.38;-10.02;-81.25;71.93;
0.62;-10.17;-10.77;0.46;-3.31;-14.41;-14.49;-25.76;-28.24;-29.18;-18.18;-11.18;-15.94;-25.8;-35.44;64.88;50.16;-18.6;-47.31;-10.31;-81.51;72.22;
0.62;-10.19;-10.48;0.25;-3.68;-14.35;-14.54;-25.41;-27.96;-28.93;-18.07;-11.14;-15.9;-25.56;-35.33;64.92;50.27;-18.52;-47.17;-10.58;-81.53;72.19;
0.63;-10.15;-10.23;0.09;-4.27;-14.33;-14.55;-25.04;-27.66;-28.62;-17.98;-11.07;-15.88;-25.54;-35.24;64.94;50.37;-18.49;-47.11;-10.64;-81.34;71.92;
0.62;-10.14;-9.92;-0.01;-4.95;-14.32;-14.57;-24.84;-27.37;-28.31;-17.93;-11;-16;-25.66;-35.42;64.95;50.09;-18.34;-47.24;-10.64;-80.83;71.62;
0.61;-10.03;-9.61;0.07;-5.63;-14.38;-14.56;-24.55;-27.02;-27.99;-17.82;-10.94;-16.38;-26.01;-35.67;64.96;49.91;-18.19;-47.6;-10.46;-80.49;71.09;
0.6;-9.92;-9.33;0.1;-6.23;-14.36;-14.54;-24.19;-26.67;-27.65;-17.64;-10.91;-16.79;-26.43;-35.99;64.98;49.78;-18.06;-47.92;-10.27;-80.21;70.49;
0.61;-9.75;-9.05;0.07;-6.66;-14.28;-14.52;-23.77;-26.34;-27.28;-17.37;-10.87;-17.18;-26.83;-36.52;65.11;49.39;-17.89;-48.27;-10.1;-79.91;70.03;
0.6;-9.63;-8.93;0.12;-6.97;-14.15;-14.55;-23.35;-25.97;-26.89;-17.13;-10.87;-17.53;-27.16;-36.93;65.09;49.06;-17.91;-48.6;-9.88;-79.7;69.78;
0.59;-9.41;-8.92;0.12;-7.2;-13.9;-14.57;-22.9;-25.65;-26.52;-16.99;-10.9;-17.8;-27.47;-37.15;65.12;48.69;-18.01;-48.87;-9.66;-79.7;69.7;
0.59;-9.25;-8.98;0.02;-7.38;-13.53;-14.61;-22.62;-25.33;-26.14;-16.93;-10.95;-18.06;-27.61;-37.29;64.99;48.34;-18.17;-49.09;-9.31;-79.85;69.65;
0.59;-9.12;-9.16;-0.12;-7.55;-13.24;-14.65;-22.31;-24.95;-25.79;-16.96;-11.01;-18.08;-27.61;-37.17;64.98;48.29;-18.28;-49.1;-8.91;-80.15;69.73;
0.59;-9.08;-9.39;-0.34;-7.79;-12.87;-14.71;-22;-24.66;-25.38;-16.98;-11.06;-18.07;-27.48;-36.96;64.97;48.36;-18.43;-49.04;-8.7;-80.36;69.85;
0.61;-9.06;-9.59;-0.65;-8.14;-12.58;-14.72;-21.62;-24.33;-25.02;-17.2;-11.1;-18.16;-27.34;-36.82;64.88;48.36;-18.82;-48.92;-8.62;-80.65;69.98;
0.59;-9.15;-9.75;-1.05;-8.58;-12.31;-14.76;-21.25;-23.92;-24.78;-17.31;-11.06;-18.14;-27.28;-36.63;64.76;48.56;-19.23;-48.69;-8.63;-80.79;69.92;
0.59;-9.24;-9.78;-1.48;-9.07;-12.09;-14.77;-20.89;-23.51;-24.49;-17.34;-11.04;-18.17;-27.18;-36.51;64.62;48.73;-19.5;-48.49;-8.5;-80.9;69.85;
0.59;-9.45;-9.77;-1.73;-9.61;-12.04;-14.79;-20.54;-23.15;-24.18;-17.23;-11.02;-18.2;-27.1;-36.39;64.54;48.83;-19.67;-48.5;-8.48;-80.8;69.77;
0.58;-9.54;-9.72;-1.86;-10.1;-12.16;-14.8;-20.21;-22.81;-23.86;-17;-10.99;-18.18;-27.02;-36.28;64.44;48.98;-19.7;-48.4;-8.3;-80.55;69.65;
0.58;-9.52;-9.64;-1.93;-10.52;-12.43;-14.8;-19.71;-22.52;-23.43;-16.74;-10.96;-18.3;-26.91;-36.27;64.46;49.02;-19.77;-48.41;-8.2;-80.26;69.36;
0.57;-9.3;-9.58;-2.05;-10.86;-12.75;-14.78;-19.33;-22.16;-23.08;-16.52;-10.94;-18.44;-26.96;-36.26;64.5;49.01;-19.83;-48.39;-8.23;-79.88;68.96;
0.57;-8.98;-9.48;-2.06;-11.15;-13.11;-14.79;-19.03;-21.8;-22.73;-16.26;-10.92;-18.56;-27.03;-36.3;64.53;48.93;-19.78;-48.57;-8.19;-79.59;68.76;
0.58;-8.63;-9.33;-1.93;-11.43;-13.45;-14.81;-18.82;-21.54;-22.48;-16.09;-10.94;-18.74;-27.12;-36.51;64.64;48.7;-19.73;-48.7;-8.02;-79.22;68.65;
0.58;-8.26;-9.23;-1.64;-11.79;-13.71;-14.82;-18.76;-21.37;-22.36;-15.89;-10.93;-18.82;-27.33;-36.68;64.65;48.5;-19.88;-48.83;-8;-78.91;68.76;
0.6;-7.92;-9.18;-1.25;-12.18;-14.01;-14.84;-18.68;-21.32;-22.3;-15.84;-10.94;-18.86;-27.47;-36.85;64.61;48.43;-19.97;-49.02;-8.02;-78.95;68.95;
0.57;-7.62;-9.29;-0.88;-12.65;-14.14;-14.88;-18.68;-21.25;-22.24;-15.81;-10.96;-18.92;-27.55;-37.02;64.62;48.39;-20.07;-49.01;-7.98;-79.21;69.13;
0.58;-7.33;-9.61;-0.62;-13.18;-14.16;-14.9;-18.63;-21.18;-22.24;-15.88;-10.99;-18.85;-27.55;-37.05;64.46;48.51;-20.15;-48.93;-7.99;-79.35;69.34;
0.58;-7.28;-10.04;-0.4;-13.7;-14.19;-14.91;-18.64;-21.2;-22.19;-15.99;-10.98;-18.87;-27.45;-37.04;64.16;48.61;-20.31;-48.85;-8.13;-79.66;69.51;
0.6;-7.41;-10.59;-0.27;-14.2;-14.09;-14.92;-18.64;-21.1;-22.14;-16.2;-10.95;-18.82;-27.31;-36.98;64.05;48.62;-20.53;-48.61;-8.07;-79.98;69.84;
0.58;-7.59;-11.03;-0.2;-14.65;-13.98;-14.9;-18.49;-20.94;-22;-16.29;-10.92;-18.75;-27.21;-36.85;63.95;48.91;-20.82;-48.29;-8.12;-80.31;69.9;
0.58;-7.79;-11.32;-0.01;-15.07;-13.96;-14.9;-18.27;-20.68;-21.8;-16.36;-10.89;-18.69;-27.07;-36.79;63.74;49.17;-20.98;-48.16;-8.15;-80.35;69.9;
0.57;-7.98;-11.45;0.12;-15.5;-13.93;-14.89;-18.05;-20.47;-21.61;-16.33;-10.84;-18.49;-26.81;-36.59;63.56;49.39;-21.02;-47.85;-8.15;-80.33;69.97;
0.57;-8.17;-11.45;0.26;-15.96;-13.99;-14.89;-17.76;-20.2;-21.3;-16.3;-10.83;-18.27;-26.54;-36.31;63.52;49.64;-21;-47.41;-8.21;-80.13;70.08;
0.59;-8.3;-11.34;0.42;-16.49;-14.05;-14.9;-17.5;-19.91;-21.06;-16.19;-10.83;-18.08;-26.25;-36.19;63.43;49.83;-21.09;-47.3;-8.2;-79.77;70.08;
0.57;-8.34;-11.19;0.55;-17.02;-14.03;-14.9;-17.27;-19.67;-20.79;-15.97;-10.83;-17.91;-26.04;-36.03;63.47;49.93;-21.22;-47.23;-8.08;-79.34;69.92;
0.56;-8.25;-11;0.63;-17.59;-14.07;-14.93;-17.07;-19.37;-20.44;-15.78;-10.82;-17.89;-25.95;-35.96;63.51;49.93;-21.23;-47.32;-7.85;-78.98;69.67;
0.57;-8.13;-10.85;0.74;-18.13;-14.14;-14.91;-16.86;-18.98;-20.19;-15.6;-10.8;-17.91;-26.05;-36.02;63.59;49.8;-21.3;-47.51;-7.75;-78.64;69.53;
0.56;-7.95;-10.78;0.75;-18.67;-14.28;-14.88;-16.67;-18.84;-19.92;-15.41;-10.79;-17.99;-26.31;-36.01;63.66;49.69;-21.27;-47.7;-7.96;-78.35;69.35;
0.55;-7.73;-10.69;0.71;-19.14;-14.31;-14.86;-16.6;-18.79;-19.79;-15.31;-10.79;-18.08;-26.6;-36.19;63.84;49.46;-21.28;-48.06;-8.27;-78.29;69.29;
0.55;-7.63;-10.73;0.63;-19.55;-14.35;-14.85;-16.61;-18.87;-19.88;-15.27;-10.8;-18.15;-26.78;-36.3;64.15;49.26;-21.29;-48.25;-8.65;-78.29;69.28;
0.54;-7.42;-10.83;0.48;-19.93;-14.25;-14.82;-16.7;-19.16;-20.05;-15.39;-10.83;-18.11;-26.89;-36.3;64.36;49.16;-21.28;-48.4;-9.22;-78.5;69.46;
0.55;-7.33;-11;0.24;-20.35;-14.15;-14.81;-16.95;-19.44;-20.43;-15.77;-10.84;-18.02;-26.86;-36.38;64.67;49.09;-21.21;-48.35;-9.7;-78.81;69.71;
0.54;-7.41;-11.27;-0.1;-20.71;-14.03;-14.83;-17.23;-19.82;-20.82;-16.22;-10.84;-17.91;-26.75;-36.37;64.75;49.14;-21.17;-48.18;-9.99;-79.17;70.12;
0.54;-7.67;-11.56;-0.52;-21.05;-13.88;-14.86;-17.65;-20.3;-21.23;-16.7;-10.82;-17.75;-26.52;-36.11;64.57;49.28;-21.3;-47.88;-10.1;-79.42;70.53;
0.55;-8.09;-11.83;-0.99;-21.49;-13.72;-14.86;-18;-20.61;-21.55;-17.21;-10.79;-17.62;-26.26;-35.97;64.6;49.4;-21.4;-47.58;-10.1;-79.54;70.79;
0.55;-8.57;-12.01;-1.39;-21.92;-13.49;-14.89;-18.3;-20.87;-21.82;-17.58;-10.75;-17.48;-26.11;-35.82;64.66;49.55;-21.55;-47.4;-9.98;-79.56;70.98;
0.55;-9.1;-12.05;-1.64;-22.25;-13.22;-14.89;-18.46;-20.91;-21.95;-17.82;-10.72;-17.31;-25.99;-35.74;64.77;49.77;-21.57;-47.19;-9.86;-79.49;71.11;
0.56;-9.55;-12.04;-1.91;-22.55;-12.93;-14.87;-18.5;-20.79;-21.96;-17.87;-10.71;-17.15;-25.91;-35.74;64.89;49.91;-21.68;-47.1;-9.69;-79.2;71.22;
0.54;-9.85;-11.91;-2.08;-22.69;-12.77;-14.85;-18.39;-20.69;-21.92;-17.78;-10.76;-16.96;-25.8;-35.66;65.02;50.06;-21.84;-47.04;-9.47;-78.91;70.99;
0.55;-9.93;-11.86;-2.28;-22.62;-12.75;-14.82;-18.27;-20.59;-21.95;-17.58;-10.84;-16.79;-25.78;-35.56;65.21;50.18;-21.98;-47.14;-9.37;-78.6;70.65;
0.56;-9.83;-11.77;-2.5;-22.49;-12.83;-14.36;-18.13;-20.58;-21.95;-17.36;-11.33;-16.77;-25.84;-35.62;65.49;50.19;-22.03;-47.51;-9.44;-78.5;70.6;
0.55;-9.65;-11.67;-2.54;-22.29;-12.97;-13.69;-18.06;-20.73;-21.91;-17.22;-11.99;-16.8;-25.94;-35.7;65.8;50.08;-22.05;-47.78;-9.59;-78.55;70.78;
0.55;-9.46;-11.46;-2.61;-22.18;-13.11;-13.51;-17.98;-20.8;-21.88;-17.16;-12.15;-16.93;-26.08;-35.84;66.01;50.02;-22.08;-48.06;-9.77;-78.81;70.8;
0.56;-9.26;-11.21;-2.72;-22.03;-13.32;-13.56;-18.06;-20.86;-21.81;-17.13;-12.1;-17.09;-26.3;-36.03;66.04;49.93;-22.14;-48.19;-9.93;-79.12;70.95;
0.55;-9.16;-11.03;-2.71;-22.03;-13.5;-13.62;-18.13;-20.92;-21.79;-17.2;-12.01;-17.12;-26.47;-36.21;65.88;49.77;-22.16;-48.41;-10.07;-79.53;71.03;
0.54;-9.11;-10.96;-2.65;-22.07;-13.55;-13.6;-18.21;-21.06;-21.87;-17.35;-12.02;-17.09;-26.54;-36.33;65.66;49.7;-22.15;-48.46;-10.12;-79.8;71.09;
0.53;-9.17;-10.9;-2.54;-22.18;-13.42;-13.42;-18.31;-21.21;-21.96;-17.61;-12.18;-16.99;-26.47;-36.33;65.37;49.66;-21.94;-48.39;-10.21;-80.07;71.33;
0.53;-9.35;-11.02;-2.44;-22.32;-13.13;-13.03;-18.43;-21.27;-22.09;-17.86;-12.56;-16.92;-26.35;-36.26;65.03;49.62;-21.8;-48.17;-10.28;-80.2;71.6;
0.54;-9.56;-11.14;-2.25;-22.34;-12.77;-12.46;-18.53;-21.33;-22.2;-18.1;-13.13;-16.8;-26.11;-36.23;64.83;49.8;-21.74;-47.9;-10.3;-80.03;71.8;
0.54;-9.73;-11.28;-2.08;-22.28;-12.38;-11.8;-18.59;-21.37;-22.22;-18.25;-13.8;-16.69;-25.98;-36.04;64.61;50.06;-21.71;-47.55;-10.38;-79.7;71.83;
0.52;-9.99;-11.43;-1.85;-22.17;-12.04;-11.15;-18.62;-21.33;-22.17;-18.38;-14.47;-16.57;-25.87;-35.86;64.43;50.2;-21.58;-47.36;-10.36;-79.29;71.77;
0.55;-10.21;-11.47;-1.78;-21.87;-11.77;-10.59;-18.63;-21.24;-22.05;-18.42;-15.04;-16.37;-25.66;-35.67;64.33;50.34;-21.66;-47.24;-10.36;-79.06;71.87;
0.54;-10.32;-11.33;-1.86;-21.51;-11.54;-10.16;-18.5;-21.12;-21.95;-18.41;-15.5;-16.3;-25.44;-35.37;64.28;50.5;-21.62;-47.09;-10.42;-78.85;72.02;
0.54;-10.45;-11.09;-2.03;-21.18;-11.53;-9.87;-18.35;-20.93;-21.84;-18.35;-15.81;-16.2;-25.29;-35.19;64.37;50.6;-21.54;-46.89;-10.4;-78.5;71.89;
0.53;-10.41;-10.82;-2.26;-20.82;-11.58;-9.64;-18.19;-20.75;-21.71;-18.28;-16.02;-16.22;-25.3;-35.09;64.54;50.58;-21.46;-46.8;-10.41;-78.44;71.67;
0.53;-10.36;-10.45;-2.45;-20.53;-11.73;-9.45;-17.95;-20.54;-21.55;-18.17;-16.18;-16.43;-25.5;-35.16;64.58;50.28;-21.42;-46.97;-10.52;-78.46;71.33;
0.53;-10.32;-10.07;-2.54;-20.33;-11.89;-9.25;-17.78;-20.33;-21.23;-18.01;-16.34;-16.76;-25.87;-35.45;64.59;50.04;-21.28;-47.41;-10.54;-78.65;70.95;
0.52;-10.22;-9.75;-2.58;-20.12;-12.08;-8.97;-17.43;-20.06;-20.94;-17.73;-16.53;-17.21;-26.33;-35.83;64.7;49.83;-21.04;-47.73;-10.33;-78.96;70.4;
0.52;-10.13;-9.51;-2.51;-19.88;-12.25;-8.61;-17.09;-19.83;-20.63;-17.48;-16.8;-17.57;-26.73;-36.25;64.88;49.49;-20.78;-48.14;-9.99;-79.27;69.99;
0.51;-10.07;-9.33;-2.35;-19.69;-12.31;-8.19;-16.89;-19.66;-20.46;-17.2;-17.09;-17.95;-27.12;-36.76;64.94;49.2;-20.54;-48.5;-9.97;-79.53;69.78;
0.51;-9.93;-9.34;-2.17;-19.51;-12.28;-7.68;-16.76;-19.62;-20.42;-17.06;-17.42;-18.28;-27.37;-37.05;64.93;48.79;-20.3;-48.82;-9.98;-79.7;69.88;
0.51;-9.78;-9.4;-2.04;-19.29;-12.15;-7.18;-16.81;-19.61;-20.5;-17.06;-17.83;-18.44;-27.52;-37.12;64.83;48.53;-20.13;-49.07;-9.99;-79.72;69.82;
0.52;-9.65;-9.57;-1.97;-19.03;-11.98;-6.65;-16.93;-19.7;-20.64;-17.08;-18.27;-18.44;-27.5;-37.12;64.78;48.52;-20.04;-49.08;-10.04;-79.55;69.87;
0.52;-9.54;-9.74;-2.04;-18.71;-11.84;-6.15;-17.16;-19.88;-20.89;-17.15;-18.7;-18.49;-27.36;-36.89;64.78;48.55;-20.07;-48.98;-10.07;-79.3;69.92;
0.53;-9.5;-9.95;-2.15;-18.4;-11.68;-5.69;-17.41;-20.08;-21.07;-17.26;-19.12;-18.54;-27.25;-36.65;64.81;48.62;-20.26;-48.8;-10.3;-78.88;69.97;
0.53;-9.56;-10.1;-2.33;-18.1;-11.54;-5.31;-17.56;-20.22;-21.17;-17.41;-19.51;-18.65;-27.17;-36.58;64.74;48.81;-20.58;-48.55;-10.55;-78.54;69.92;
0.53;-9.64;-10.17;-2.62;-17.77;-11.36;-4.95;-17.65;-20.21;-21.15;-17.4;-19.88;-18.73;-27.07;-36.43;64.62;49.01;-21;-48.32;-10.63;-78.23;69.84;
0.52;-9.77;-10.21;-3.04;-17.39;-11.22;-4.63;-17.52;-20.01;-20.94;-17.28;-20.27;-18.76;-27.03;-36.32;64.5;49.16;-21.37;-48.33;-10.64;-77.89;69.69;
0.51;-9.89;-10.19;-3.29;-17.1;-11.18;-4.27;-17.34;-19.8;-20.71;-16.99;-20.66;-18.75;-26.96;-36.26;64.41;49.21;-21.48;-48.27;-10.62;-77.73;69.57;
0.52;-9.89;-10.19;-3.54;-16.76;-11.29;-3.89;-16.99;-19.54;-20.41;-16.66;-21.14;-18.81;-26.92;-36.18;64.38;49.31;-21.57;-48.22;-10.5;-77.84;69.32;
0.5;-9.74;-10.04;-3.69;-16.38;-11.63;-3.49;-16.65;-19.22;-20.15;-16.45;-21.6;-18.94;-26.93;-36.32;64.34;49.3;-21.69;-48.24;-10.25;-77.97;68.99;
0.49;-9.47;-9.94;-3.65;-15.98;-12.05;-3.08;-16.27;-18.91;-19.86;-16.24;-22.07;-19.1;-27.15;-36.4;64.33;49.25;-21.63;-48.41;-9.96;-78.17;68.75;
0.52;-9.2;-9.74;-3.5;-15.54;-12.5;-2.66;-15.92;-18.61;-19.59;-16.13;-22.5;-19.26;-27.3;-36.58;64.39;49.1;-21.63;-48.49;-9.64;-78.54;68.68;
0.5;-8.92;-9.61;-3.26;-15.2;-12.94;-2.24;-15.77;-18.36;-19.34;-15.99;-22.88;-19.34;-27.42;-36.79;64.4;48.88;-21.53;-48.68;-9.22;-78.85;68.69;
0.52;-8.73;-9.62;-2.91;-14.93;-13.32;-1.79;-15.77;-18.29;-19.29;-15.94;-23.26;-19.4;-27.55;-36.91;64.38;48.82;-21.48;-48.82;-9.08;-79.09;68.76;
0.5;-8.56;-9.78;-2.46;-14.6;-13.56;-1.35;-15.88;-18.31;-19.19;-16.02;-23.64;-19.34;-27.62;-36.99;64.37;48.83;-21.48;-48.94;-9.01;-79.11;68.96;
0.51;-8.28;-10.06;-2.02;-14.37;-13.68;-0.87;-16.04;-18.42;-19.26;-16.11;-24.11;-19.29;-27.56;-36.98;64.31;48.89;-21.39;-48.98;-8.92;-78.88;69.16;
0.51;-8.19;-10.51;-1.58;-14.12;-13.68;-0.37;-16.18;-18.52;-19.37;-16.29;-24.64;-19.2;-27.42;-36.87;64.1;48.97;-21.43;-48.9;-8.94;-78.57;69.32;
0.52;-8.19;-10.99;-1.24;-13.79;-13.61;0.21;-16.34;-18.66;-19.46;-16.52;-25.21;-19.06;-27.31;-36.77;63.89;49.03;-21.61;-48.64;-8.86;-78.16;69.65;
0.52;-8.25;-11.48;-1.01;-13.41;-13.49;0.7;-16.4;-18.72;-19.57;-16.7;-25.77;-19.01;-27.26;-36.73;63.76;49.26;-21.84;-48.24;-8.73;-77.56;69.75;
0.5;-8.45;-11.8;-0.72;-13.08;-13.48;1.12;-16.45;-18.7;-19.63;-16.84;-26.31;-18.88;-27.21;-36.55;63.61;49.48;-21.97;-47.94;-8.76;-77.24;69.68;
0.49;-8.61;-11.99;-0.57;-12.74;-13.41;1.56;-16.36;-18.64;-19.59;-16.75;-26.82;-18.7;-26.99;-36.27;63.37;49.7;-22.1;-47.61;-8.67;-77.02;69.75;
0.49;-8.73;-11.95;-0.51;-12.39;-13.36;2.03;-16.18;-18.51;-19.46;-16.71;-27.22;-18.45;-26.76;-35.97;63.2;49.86;-22.24;-47.29;-8.52;-76.83;69.88;
0.49;-8.9;-11.77;-0.44;-12.08;-13.41;2.52;-16.01;-18.32;-19.3;-16.63;-27.58;-18.18;-26.48;-35.71;63.13;50.07;-22.3;-47.13;-8.35;-76.83;69.88;
0.48;-8.92;-11.56;-0.33;-11.76;-13.51;2.97;-15.82;-18.14;-19.14;-16.49;-27.89;-18.07;-26.25;-35.62;63.15;50.19;-22.31;-47.02;-8.4;-77.03;69.67;
0.48;-8.88;-11.39;-0.09;-11.45;-13.68;3.36;-15.59;-17.94;-18.89;-16.33;-28.18;-17.98;-26.14;-35.59;63.15;50.18;-22.24;-47.06;-8.48;-77.31;69.4;
0.49;-8.82;-11.26;0.06;-11.3;-13.95;3.8;-15.42;-17.73;-18.74;-16.09;-28.4;-18.02;-26.13;-35.64;63.14;50.15;-22.24;-47.26;-8.46;-77.72;69.23;
0.49;-8.68;-11.14;0.19;-11.29;-14.19;4.17;-15.22;-17.55;-18.59;-15.81;-28.62;-18.15;-26.26;-35.78;63.24;50.09;-22.22;-47.53;-8.51;-78.05;69.08;
0.49;-8.48;-11;0.23;-11.37;-14.29;4.5;-15.16;-17.43;-18.55;-15.64;-28.93;-18.32;-26.55;-35.95;63.43;50.02;-22.23;-47.84;-8.46;-78.26;69.04;
0.5;-8.26;-11.01;0.19;-11.46;-14.37;4.84;-15.15;-17.38;-18.48;-15.55;-29.21;-18.34;-26.68;-36.03;63.74;49.91;-22.25;-48.13;-8.27;-78.18;69.06;
0.48;-8.03;-11.15;0.09;-11.55;-14.31;5.14;-15.3;-17.64;-18.6;-15.66;-29.53;-18.31;-26.77;-36.01;63.97;49.75;-22.19;-48.21;-8.29;-78.3;69.21;
0.49;-7.91;-11.39;-0.15;-11.54;-14.24;5.38;-15.61;-17.91;-18.87;-16.02;-29.86;-18.2;-26.79;-35.98;64.18;49.66;-22.22;-48.18;-8.26;-78.21;69.47;
0.49;-7.88;-11.66;-0.5;-11.43;-14.17;5.62;-16.08;-18.34;-19.28;-16.45;-30.06;-18.05;-26.64;-36.03;64.4;49.65;-22.15;-48.06;-8.29;-77.89;69.86;
0.5;-8.13;-11.98;-0.85;-11.21;-14.17;5.86;-16.62;-18.83;-19.69;-16.98;-30.13;-17.82;-26.38;-35.91;64.35;49.61;-22.1;-47.76;-8.47;-77.58;70.3;
0.49;-8.48;-12.24;-1.23;-11.03;-14.06;6.05;-17.06;-19.23;-20.13;-17.48;-30.12;-17.57;-26.24;-35.66;64.35;49.64;-22.3;-47.35;-8.46;-77.39;70.51;
0.49;-8.95;-12.4;-1.57;-10.78;-13.83;6.28;-17.44;-19.62;-20.47;-17.71;-30.01;-17.38;-25.99;-35.58;64.29;49.64;-22.52;-47.04;-8.32;-77.3;70.62;
0.49;-9.46;-12.44;-1.89;-10.54;-13.62;6.41;-17.72;-19.83;-20.75;-17.93;-29.96;-17.15;-25.86;-35.48;64.28;49.69;-22.63;-46.79;-8.17;-77.61;70.74;
0.47;-9.95;-12.36;-2.19;-10.28;-13.34;6.48;-17.82;-19.97;-20.88;-17.86;-29.8;-16.95;-25.73;-35.36;64.32;49.84;-22.68;-46.52;-8.18;-77.77;70.9;
0.47;-10.3;-12.29;-2.47;-9.97;-13.13;6.39;-17.89;-19.95;-20.88;-17.71;-29.68;-16.83;-25.65;-35.33;64.44;49.98;-22.79;-46.49;-8.33;-78;70.76;
0.48;-10.52;-12.21;-2.67;-9.7;-13.07;6.31;-17.7;-19.93;-20.78;-17.62;-29.52;-16.71;-25.68;-35.25;64.65;50.17;-22.88;-46.66;-8.67;-78.42;70.53;
0.48;-10.52;-12.09;-2.8;-9.51;-12.99;6.1;-17.6;-19.92;-20.75;-17.49;-29.45;-16.7;-25.77;-35.25;64.92;50.29;-22.99;-46.84;-9.09;-78.78;70.44;
0.47;-10.36;-12;-2.91;-9.42;-13.15;5.93;-17.54;-19.92;-20.74;-17.46;-29.43;-16.86;-25.8;-35.3;65.14;50.3;-22.98;-47.16;-9.56;-79.01;70.56;
0.47;-10.19;-11.85;-2.96;-9.43;-13.31;5.73;-17.56;-19.85;-20.69;-17.43;-29.41;-16.96;-25.97;-35.4;65.36;50.36;-22.97;-47.46;-9.9;-79.05;70.63;
0.47;-10.06;-11.65;-2.95;-9.52;-13.48;5.68;-17.55;-19.8;-20.6;-17.39;-29.34;-17.06;-26.11;-35.54;65.43;50.35;-22.97;-47.67;-10.14;-78.92;70.77;
0.47;-9.9;-11.5;-2.91;-9.73;-13.65;5.59;-17.52;-19.82;-20.57;-17.42;-29.29;-17.16;-26.24;-35.7;65.29;50.28;-22.95;-47.87;-10.25;-78.56;70.89;
0.45;-9.87;-11.44;-2.76;-10.09;-13.78;5.58;-17.67;-19.9;-20.68;-17.53;-29.07;-17.09;-26.36;-35.82;65.07;50.27;-22.96;-47.91;-10.2;-78.26;71.01;
0.45;-9.8;-11.36;-2.58;-10.45;-13.73;5.56;-17.79;-20.09;-20.87;-17.72;-28.79;-16.96;-26.38;-35.86;64.84;50.21;-22.76;-47.8;-10.1;-78.07;71.16;
0.46;-9.88;-11.41;-2.42;-10.84;-13.53;5.44;-18.06;-20.35;-20.99;-17.93;-28.44;-16.84;-26.23;-35.88;64.54;50.08;-22.67;-47.62;-10.03;-77.76;71.53;
0.45;-10.02;-11.44;-2.33;-11.13;-13.23;5.2;-18.16;-20.55;-21.15;-18.18;-28.08;-16.68;-26.11;-35.79;64.31;50.2;-22.64;-47.34;-9.81;-77.53;71.68;
0.45;-10.22;-11.62;-2.17;-11.38;-12.87;4.88;-18.19;-20.62;-21.32;-18.39;-27.76;-16.51;-25.93;-35.68;64.14;50.42;-22.55;-47.06;-9.61;-77.58;71.68;
0.46;-10.48;-11.78;-1.99;-11.52;-12.5;4.51;-18.25;-20.57;-21.43;-18.51;-27.46;-16.31;-25.74;-35.46;63.95;50.55;-22.48;-46.83;-9.59;-77.68;71.69;
0.46;-10.7;-11.86;-1.93;-11.49;-12.19;4.15;-18.25;-20.55;-21.39;-18.51;-27.28;-16.08;-25.55;-35.2;63.88;50.72;-22.49;-46.71;-9.83;-77.84;71.71;
0.46;-10.92;-11.71;-1.96;-11.4;-11.94;3.85;-18.21;-20.46;-21.38;-18.54;-27.12;-16;-25.28;-35.01;63.9;50.87;-22.47;-46.64;-10.04;-78.08;71.87;
0.45;-11.09;-11.46;-2.16;-11.38;-11.85;3.52;-18.13;-20.4;-21.21;-18.39;-26.97;-15.91;-25.16;-34.83;63.83;51.04;-22.38;-46.52;-10.21;-78.4;71.83;
0.46;-11.13;-11.17;-2.39;-11.29;-11.83;3.07;-18.08;-20.41;-21.12;-18.35;-26.78;-15.93;-25.11;-34.72;63.89;51.08;-22.31;-46.41;-10.3;-78.65;71.54;
0.47;-11.16;-10.87;-2.62;-11.33;-11.89;2.58;-17.89;-20.29;-20.95;-18.23;-26.48;-16.18;-25.28;-34.87;63.87;50.86;-22.19;-46.56;-10.33;-78.71;71.29;
0.46;-11.09;-10.53;-2.72;-11.43;-12.08;2.03;-17.81;-20.06;-20.73;-18.06;-26.1;-16.54;-25.62;-35.1;63.9;50.7;-22.06;-46.96;-10.23;-78.67;70.84;
0.48;-11.04;-10.31;-2.73;-11.47;-12.26;1.5;-17.63;-19.86;-20.53;-17.83;-25.78;-16.89;-26.01;-35.48;63.97;50.43;-21.87;-47.23;-10.3;-78.5;70.25;
0.47;-10.95;-9.97;-2.67;-11.47;-12.49;1.13;-17.3;-19.57;-20.32;-17.59;-25.5;-17.26;-26.36;-35.91;64.09;50.15;-21.6;-47.63;-10.34;-78.29;69.95;
0.47;-10.88;-9.8;-2.46;-11.55;-12.62;0.88;-17.11;-19.29;-20.17;-17.31;-25.25;-17.67;-26.76;-36.37;64.07;49.83;-21.36;-47.99;-10.4;-77.87;69.75;
0.46;-10.76;-9.82;-2.29;-11.64;-12.67;0.6;-16.94;-19.15;-20.08;-17.29;-25.07;-17.93;-27.03;-36.65;64;49.34;-21.11;-48.35;-10.42;-77.5;69.76;
0.44;-10.55;-9.88;-2.04;-11.72;-12.56;0.3;-16.83;-19.1;-20.08;-17.27;-24.83;-18.14;-27.15;-36.84;63.91;48.95;-21.01;-48.62;-10.44;-77.19;69.82;
